id,document_nr,title,contact_id,contact_sub_id,user_id,project_id,logopaper_id,language_id,bank_account_id,currency_id,payment_type_id,header,footer,total_gross,total_net,total_taxes,total_received_payments,total_credit_vouchers,total_remaining_payments,total,total_rounding_difference,mwst_type,mwst_is_net,show_position_taxes,is_valid_from,is_valid_to,contact_address,kb_item_status_id,reference,api_reference,viewed_by_client_at,updated_at,esr_id,qr_invoice_id,template_slug,taxs,network_link
112,RE-00112,,2,,2,,1,1,1,1,4,Guten Tag AQUA rep AG<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,910.000000,910.000000,70.0700,980.050000,0.000000,0.0000,980.050000,-0.02,0,True,False,2022-03-09,2022-04-07,"AQUA rep AG
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2022-10-09 18:12:54,83,83,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '70.0700'}]",
113,RE-00113,,2,,2,,1,1,1,1,4,Guten Tag AQUA rep AG<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,1183.840000,1183.850000,91.1564,1275.000000,0.000000,0.0000,1275.000000,-0.01,0,True,False,2022-03-09,2022-04-07,"AQUA rep AG
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2022-10-09 18:12:12,84,84,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '91.1564'}]",
114,RE-00114,,4,,2,,1,1,1,1,4,Guten Tag Stalder-Rüttimann GmbH<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,1875.000000,1875.000000,144.3750,2019.400000,0.000000,0.0000,2019.400000,0.02,0,True,False,2022-03-09,2022-04-07,"Stalder-Rüttimann GmbH
Yvan Stalder
Unterdorf 12
5636 Benzenschwil
Schweiz",9,,,,2022-10-09 19:35:41,85,85,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '144.3750'}]",
115,RE-00115,,5,,2,,1,1,1,1,4,Guten Tag AQUASANI GmbH<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,742.800000,742.800000,57.1956,800.000000,0.000000,0.0000,800.000000,0.0,0,True,False,2022-03-09,2022-04-07,"AQUASANI GmbH
Jozef Kajtazi
Wuhrstrasse 2
8580 Amriswil
Schweiz",9,,,,2022-10-25 17:04:06,86,86,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '57.1956'}]",
116,RE-00116,,2,,2,,1,1,1,1,4,Guten Tag AQUA rep AG<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,647.500000,647.500000,49.8575,697.350000,0.000000,0.0000,697.350000,-0.01,0,True,False,2022-03-09,2022-04-07,"AQUA rep AG
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2022-10-09 18:12:33,87,87,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '49.8575'}]",
117,RE-00117,,85,,2,,1,1,1,1,4,Guten Tag Rolf Hirschi<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,789.230000,789.250000,60.7723,850.000000,0.000000,0.0000,850.000000,-0.02,0,True,False,2022-03-09,2022-04-07,"Herr
Rolf Hirschi
Südweg 8
5612 Villmergen
Schweiz",9,,,,2022-10-09 17:55:33,88,88,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '60.7723'}]",
118,RE-00118,,5,,2,,1,1,1,1,4,Guten Tag AQUASANI GmbH<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,603.530000,603.550000,46.4734,650.000000,0.000000,0.0000,650.000000,-0.02,0,True,False,2022-03-09,2022-04-07,"AQUASANI GmbH
Jozef Kajtazi
Wuhrstrasse 2
8580 Amriswil
Schweiz",9,,,,2022-10-09 18:04:16,89,89,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '46.4734'}]",
119,RE-00119,,4,,2,,1,1,1,1,4,Guten Tag Stalder-Rüttimann GmbH<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,590.000000,590.000000,45.4300,635.450000,0.000000,0.0000,635.450000,0.02,0,True,False,2022-03-09,2022-04-07,"Stalder-Rüttimann GmbH
Yvan Stalder
Unterdorf 12
5636 Benzenschwil
Schweiz",9,,,,2022-10-09 19:36:13,90,90,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '45.4300'}]",
120,RE-00120,,52,,2,,1,1,1,1,4,"Guten Tag Amt für Abfall, Wasser, Energie, Luft<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:",Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,1500.000000,1500.000000,0.0000,1500.000000,0.000000,0.0000,1500.000000,0.0,0,True,False,2022-03-09,2022-04-07,"Amt für Abfall, Wasser, Energie, Luft
Sektion Energiewirtschaft
Stampfenbachstrasse 12
8090 Zürich
Schweiz",9,,,,2022-10-09 18:21:22,91,91,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}]",
121,RE-00121,,86,,2,,1,1,1,1,4,Guten Tag Matma AG<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,1600.000000,1428.400000,171.5877,1600.000000,0.000000,0.0000,1600.000000,0.0,0,False,False,2022-03-21,2022-04-19,"Matma AG
Javastrasse 11
8604 Volketswil
Schweiz",9,,,,2022-10-23 11:21:51,92,92,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}, {'percentage': '7.70', 'value': '171.5877'}]",
122,RE-00122,,4,,2,,1,1,1,1,4,Guten Tag Stalder-Rüttimann GmbH<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,4300.000000,4300.000000,331.1000,4631.100000,0.000000,0.0000,4631.100000,0.0,0,True,False,2022-03-09,2022-04-07,"Stalder-Rüttimann GmbH
Yvan Stalder
Unterdorf 12
5636 Benzenschwil
Schweiz",9,,,,2022-10-09 19:36:27,93,93,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '331.1000'}]",
123,RE-00123,,87,,2,,1,1,1,1,4,Guten Tag Pascal Iselin<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,612.810000,612.800000,47.1856,660.000000,0.000000,0.0000,660.000000,0.01,0,True,False,2022-03-09,2022-04-07,"Herr
Pascal Iselin
Brüelrainweg 6
4147 Aesch
Schweiz",9,,,,2022-10-09 18:04:59,94,94,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '47.1856'}]",
124,RE-00124,,88,,2,,1,1,1,1,4,Guten Tag Gabriella Bordt<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,399.250000,399.250000,30.7423,430.000000,0.000000,0.0000,430.000000,0.01,0,True,False,2022-03-09,2022-04-07,"Frau
Gabriella Bordt
Im Gupfen 18
8166 Niederweningen
Schweiz",9,,,,2022-10-09 18:09:08,95,95,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '30.7423'}]",
125,RE-00125,,10,,2,,1,1,1,1,4,Guten Tag Stadt Zug<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,1950.000000,1703.350000,246.6574,1950.000000,0.000000,0.0000,1950.000000,0.0,0,False,False,2022-03-23,2022-04-21,"Stadt Zug
c/o Finanzdepartement Immobilien
Gubelstrasse 22
6301 Zug
Schweiz",9,,,,2022-10-23 11:23:32,96,96,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}, {'percentage': '7.70', 'value': '246.6574'}]",
126,RE-00126,,26,,2,,1,1,1,1,4,"Guten Tag Departement Bau, Verkehr, Umwelt<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:",Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,1500.000000,1500.000000,0.0000,1500.000000,0.000000,0.0000,1500.000000,0.0,0,True,False,2022-04-06,2022-05-05,"Departement Bau, Verkehr, Umwelt
Zentrale Rechnungsstelle
Postfach 2504
5001 Aarau
Schweiz",9,,,,2022-10-09 18:41:06,97,97,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}]",
127,RE-00127,,89,,2,,1,1,1,1,4,Guten Tag Gerhard und Therese Gindely<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,1150.000000,960.550000,189.4615,1150.000000,0.000000,0.0000,1150.000000,0.0,0,False,False,2022-04-13,2022-05-12,"Herr & Frau
Gerhard und Therese Gindely
Römerstrasse 7a
5400 Baden
Schweiz",9,,,,2022-10-23 11:24:59,98,98,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}, {'percentage': '7.70', 'value': '189.4615'}]",
128,RE-00128,,90,,2,,1,1,1,1,4,Guten Tag Thomas Peter Anke Hannemann<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,1300.000000,1149.850000,150.1393,1300.000000,0.000000,0.0000,1300.000000,0.0,0,False,False,2022-04-13,2022-05-12,"Herr & Frau
Thomas Peter Anke Hannemann
Erlenweg 102
8955 Oetwil a. d. Limmat
Schweiz",9,,,,2022-10-23 11:26:06,99,99,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}, {'percentage': '7.70', 'value': '150.1393'}]",
129,RE-00129,,52,,2,,1,1,1,1,4,"Guten Tag Amt für Abfall, Wasser, Energie, Luft<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:",Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,1000.000000,1000.000000,0.0000,1000.000000,0.000000,0.0000,1000.000000,0.0,0,True,False,2022-04-13,2022-05-12,"Amt für Abfall, Wasser, Energie, Luft
Sektion Energiewirtschaft
Stampfenbachstrasse 12
8090 Zürich
Schweiz",9,,,,2022-10-09 18:50:55,100,100,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}]",
130,RE-00130,,52,,2,,1,1,1,1,4,"Guten Tag Amt für Abfall, Wasser, Energie, Luft<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:",Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,1000.000000,1000.000000,0.0000,1000.000000,0.000000,0.0000,1000.000000,0.0,0,True,False,2022-04-13,2022-05-12,"Amt für Abfall, Wasser, Energie, Luft
Sektion Energiewirtschaft
Stampfenbachstrasse 12
8090 Zürich
Schweiz",9,,,,2022-10-09 18:51:11,101,101,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}]",
131,RE-00131,,2,,2,,1,1,1,1,4,Guten Tag AQUA rep AG<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,1610.000000,1610.000000,123.9700,1733.950000,0.000000,0.0000,1733.950000,-0.02,0,True,False,2022-04-13,2022-05-12,"AQUA rep AG
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2022-10-09 18:26:01,102,102,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '123.9700'}]",
132,RE-00132,,2,,2,,1,1,1,1,4,Guten Tag AQUA rep AG<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,787.500000,787.500000,60.6375,848.150000,0.000000,0.0000,848.150000,0.01,0,True,False,2022-04-13,2022-05-12,"AQUA rep AG
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2022-10-09 18:25:38,103,103,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '60.6375'}]",
133,RE-00133,,4,,2,,1,1,1,1,4,Guten Tag Stalder-Rüttimann GmbH<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,1800.000000,1800.000000,138.6000,1938.600000,0.000000,0.0000,1938.600000,0.0,0,True,False,2022-04-13,2022-05-12,"Stalder-Rüttimann GmbH
Yvan Stalder
Unterdorf 12
5636 Benzenschwil
Schweiz",9,,,,2022-10-09 19:43:52,104,104,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '138.6000'}]",
134,RE-00134,,26,,2,,1,1,1,1,4,"Guten Tag Departement Bau, Verkehr, Umwelt<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:",Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,1000.000000,1000.000000,0.0000,1000.000000,0.000000,0.0000,1000.000000,0.0,0,True,False,2022-04-22,2022-05-21,"Departement Bau, Verkehr, Umwelt
Zentrale Rechnungsstelle
Postfach 2504
5001 Aarau
Schweiz",9,,,,2022-10-09 18:57:49,105,105,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}]",
135,RE-00135,,91,,2,,1,1,1,1,4,Guten Tag Albrecht von Graefe Joanne Laukart<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,1600.000000,1428.400000,171.5877,1600.000000,0.000000,0.0000,1600.000000,0.0,0,False,False,2022-05-04,2022-06-02,"Herr & Frau
Albrecht von Graefe Joanne Laukart
Strickhofstrasse 6
8057 Zürich
Schweiz",9,,,,2022-10-23 11:27:59,106,106,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}, {'percentage': '7.70', 'value': '171.5877'}]",
139,RE-00139,"Gesuche - Gartenweg 4, Glattfelden ZH, MFH",2,,1,49.0,1,1,1,1,4,Sehr geehrte Damen und Herren<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,227.500000,227.500000,17.5175,245.000000,0.000000,0.0000,245.000000,-0.02,0,True,False,2022-10-14,2022-11-12,"AQUA rep AG
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2022-12-08 14:21:52,110,110,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '17.5175'}]",
140,RE-00140,"Hofstr.2, Dachaufbau, Höri",2,,1,60.0,1,1,1,1,4,Sehr geehrte Damen und Herren<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,70.000000,70.000000,5.3900,75.400000,0.000000,0.0000,75.400000,0.01,0,True,False,2022-10-14,2022-11-12,"AQUA rep AG
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2022-12-08 14:21:53,111,111,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '5.3900'}]",
144,RE-00144,"GEAK+ Pfarrgasse 6, Herrliberg ZH, EFH",25,,1,37.0,1,1,1,1,4,Guten Tag Herr&nbsp;Heinrich<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,1100.000000,949.850000,150.1393,1100.000000,0.000000,0.0000,1100.000000,0.0,0,False,False,2022-10-21,2022-11-19,"Herr
Christopher Heinrich
8704 Herrliberg
Schweiz",9,"EFH, Pfarrgasse 6, Herrliberg ZH",,,2022-12-08 14:21:52,112,112,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}, {'percentage': '7.70', 'value': '150.1393'}]",
145,RE-00145,"GEAK, EFH, Pfarrgasse 6, Herrliberg",52,,1,,1,1,1,1,4,Sehr geehrte Damen und Herren<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,1000.000000,1000.000000,0.0000,1000.000000,0.000000,0.0000,1000.000000,0.0,0,True,False,2022-10-21,2022-11-19,"Amt für Abfall, Wasser, Energie, Luft
Sektion Energiewirtschaft
Stampfenbachstrasse 12
8090 Zürich
Schweiz",9,,,,2022-12-27 19:41:46,113,113,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}]",
146,RE-00146,"384/201 WBD - Eggenstr.11, 5615 Fahrwangen AG",95,,1,65.0,1,1,1,1,4,Sehr geehrte Damen und Herren<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,950.000000,950.000000,73.1500,1023.150000,0.000000,0.0000,1023.150000,0.0,0,True,False,2022-10-28,2022-11-26,"Frei+Partner Haustechnikplanung AG
Schartenstrasse 41
5400 Baden
Schweiz",9,"Eggenstr.11, 5615 Fahrwangen AG",,,2022-12-08 14:21:53,114,114,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '73.1500'}]",
147,RE-00147,"Planung HLK - Gassenacker 10, Rickenbach ZH, NB MFH",11,,1,10.0,1,1,1,1,4,Sehr geehrte Damen und Herren<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,1900.000000,1900.000000,146.3000,0.000000,2046.300000,0.0000,2046.300000,0.0,0,True,False,2022-10-28,2022-11-26,"nosh gmbh
Tösstalstrasse 230
8405 Winterthur
Schweiz",19,"Gassenacker 10, 8545 Rickenbach, Neubau MFH",,,2022-11-04 19:27:35,115,115,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '146.3000'}]",
150,RE-00150,"Planung S - Gassenacker 10, Rickenbach ZH, NB MFH",11,,1,9.0,1,1,1,1,4,Sehr geehrte Frau&nbsp;Chopany<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,2100.000000,2100.000000,161.7000,0.000000,2261.700000,0.0000,2261.700000,0.0,0,True,False,2022-10-28,2022-11-26,"Frau
Zahra Chopany
Gassenacker 10
8545 Rickenbach
Schweiz",19,"Gassenacker 10, 8545 Rickenbach, Neubau MFH",,,2022-11-04 19:27:22,116,116,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '161.7000'}]",
151,RE-00151,"2. Mahnung: Planung HLK - Gassenacker 10, Rickenbach ZH, NB MFH",104,,1,,1,1,1,1,4,Guten Tag Frau&nbsp;Chopany<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,1800.000000,1800.000000,138.6000,1938.600000,0.000000,0.0000,1938.600000,0.0,0,True,False,2022-11-04,2022-12-03,"Frau
Zahra Chopany
Gassenacker 10
8545 Rickenbach
Schweiz",9,"Gassenacker 10, 8545 Rickenbach, Neubau MFH",,,2023-05-05 16:10:32,117,117,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '138.6000'}]",
152,RE-00152,"2. Mahnung: Planung S - Gassenacker 10, Rickenbach ZH, NB MFH",104,,1,,1,1,1,1,4,Guten Tag Frau&nbsp;Chopany<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,2000.000000,2000.000000,154.0000,2154.000000,0.000000,0.0000,2154.000000,0.0,0,True,False,2022-11-04,2022-12-03,"Frau
Zahra Chopany
Gassenacker 10
8545 Rickenbach
Schweiz",9,"Gassenacker 10, 8545 Rickenbach, Neubau MFH",,,2023-05-05 16:15:38,118,118,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '154.0000'}]",
153,RE-00153,"384/201 WBD -  Zürichstr.60 b/c, Nänikon, 2 MFH",95,,1,,1,1,1,1,4,Guten Tag Frei+Partner Haustechnikplanung AG<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,1800.000000,1800.000000,138.6000,1938.600000,0.000000,0.0000,1938.600000,0.0,0,True,False,2022-11-04,2022-12-03,"Frei+Partner Haustechnikplanung AG
Schartenstrasse 41
5400 Baden
Schweiz",9,"Zürichstr.60 b/c, Nänikon, Neubau 2 MFH",,,2022-12-08 14:21:53,119,119,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '138.6000'}]",
154,RE-00154,"MP Whg 00-04 - MFH Tellstrasse 5+5a, 8570 Weinfelden",5,,1,35.0,1,1,1,1,4,Sehr geehrte Damen und Herren<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,385.327500,385.350000,29.6720,415.000000,0.000000,0.0000,415.000000,-0.02,0,True,False,2022-11-11,2022-12-10,"AQUASANI GmbH
Jozef Kajtazi
Wuhrstrasse 2
8580 Amriswil
Schweiz",9,,,,2022-12-27 20:08:52,120,120,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '29.6720'}]",
155,RE-00155,"Planung Sanitär - Tellstr.5/5a, Weinfelden",5,,1,35.0,1,1,1,1,4,Sehr geehrte Damen und Herren<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,3249.762500,3249.750000,250.2308,3500.000000,0.000000,0.0000,3500.000000,0.02,0,True,False,2022-11-11,2022-12-10,"AQUASANI GmbH
Jozef Kajtazi
Freiestrasse 48A
8580 Amriswil
Schweiz",9,"Tellstr.5/5a, 8570 Weinfelden, Neubau 13-FH",,,2022-12-27 20:08:52,121,121,622f308b87e2d83a3d360505,"[{'percentage': '7.70', 'value': '250.2308'}]",
156,RE-00156,"Kellerwiesenstr. Eggersriet, MFH, Devis",2,,1,69.0,1,1,1,1,4,Sehr geehrte Damen und Herren<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,245.000000,245.000000,18.8650,263.850000,0.000000,0.0000,263.850000,-0.02,0,True,False,2022-11-11,2022-12-10,"AQUA rep AG
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2023-01-24 11:11:04,122,122,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '18.8650'}]",
157,RE-00157,"Gätterli 21, Bachenbülach ZH - OF/GES",2,,1,43.0,1,1,1,1,4,Guten Tag AQUA rep AG<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,367.500000,367.500000,28.2975,395.800000,0.000000,0.0000,395.800000,0.0,0,True,False,2022-11-11,2022-12-10,"AQUA rep AG
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2023-01-24 11:11:04,123,123,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '28.2975'}]",
159,RE-00159,"Planung Sanitär, Am Rebberg, Goldach SG",2,21.0,1,26.0,1,1,1,1,4,Sehr geehrte Damen und Herren<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,227.500000,227.500000,17.5175,245.000000,0.000000,0.0000,245.000000,-0.02,0,True,False,2022-11-11,2022-12-10,"AQUA rep AG
Herr Redzepi Sead
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2023-01-24 11:11:04,124,124,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '17.5175'}]",
160,RE-00160,"AB - Umbau EFH, Riedmattenstr.3, Oberrohrdorf",53,54.0,1,56.0,1,1,1,1,4,Sehr geehrte Damen und Herren<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,1050.000000,1050.000000,80.8500,1130.850000,0.000000,0.0000,1130.850000,0.0,0,True,False,2022-11-18,2022-12-17,"Blaser Baumanagement AG
Herr Tobias Holenweger
Bremgartenstrasse 2
5443 Niederrohrdorf
Schweiz",9,"Umbau EFH, Riedmattenstr.3, Oberrohrdorf",,,2022-12-27 20:08:52,125,125,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '80.8500'}]",
